Change Component Description : Designator=SW2 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change Component Description : Designator=SW3 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change Component Description : Designator=SW4 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change Component Description : Designator=SW5 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change component parameters: Designator = "U4"; Footprint = "LQFP-48_L7.0-W7.0-P0.50-LS9.0-BL"; UniqueID = "\AZFUOCUM"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R12"; Footprint = "R0603"; UniqueID = "\HPZAUNAE"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Add into BOM"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Convert to PCB"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R13"; Footprint = "R0603"; UniqueID = "\LMIOUOYB"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "510"; VariantName = "[No Variations]"
Change component parameters: Designator = "R14"; Footprint = "R0603"; UniqueID = "\XKPXJNHV"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "37a81e68749a4138bd2dfa6897b24b85"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0805_L2.0-W1.3-H0.6"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "78.74,51.181,0,0,0,0,0,-0.0005,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "100"; VariantName = "[No Variations]"
Change component parameters: Designator = "R15"; Footprint = "R0603"; UniqueID = "\KAKWGFNI"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "37a81e68749a4138bd2dfa6897b24b85"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0805_L2.0-W1.3-H0.6"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "78.74,51.181,0,0,0,0,0,-0.0005,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "100"; VariantName = "[No Variations]"
Change component parameters: Designator = "R16"; Footprint = "R0603"; UniqueID = "\GBEHFTZT"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "2k"; VariantName = "[No Variations]"
Change component parameters: Designator = "R17"; Footprint = "R0603"; UniqueID = "\NAALVYAM"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "510"; VariantName = "[No Variations]"
Change component parameters: Designator = "R18"; Footprint = "R0603"; UniqueID = "\TSQLVVZW"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "37a81e68749a4138bd2dfa6897b24b85"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0805_L2.0-W1.3-H0.6"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "78.74,51.181,0,0,0,0,0,-0.0005,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R19"; Footprint = "R0603"; UniqueID = "\OEDVWOYT"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "2k"; VariantName = "[No Variations]"
Change component parameters: Designator = "R20"; Footprint = "R0603"; UniqueID = "\HDOJQMUU"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Add into BOM"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Convert to PCB"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R21"; Footprint = "R0603"; UniqueID = "\BPNNMCWF"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Add into BOM"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Convert to PCB"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R22"; Footprint = "R0603"; UniqueID = "\XNOFQFKM"
Change component parameters. Clean all parameters for all variants
